species,date,hour,location,habitat,FU.category,year,quadrat.no.independency,nb.of.floral.units.in.buds,nb.of.opened.floral.units,nb.of.fruited.floral.units,nb.of.buds.per.opened.floral.unit,nb.of.opened.flowers.per.opened.floral.unit,nb.of.fruited.flowers.per.opened.floral.unit,nb.of.cross.points,vegetative.area,nb.of.opened.flowers.per.fu,nb.of.total.flowers.per.fu,nb.of.opened.flowers,nb.of.total.flowers,nb.of.opened.flowers.per.m2,nb.of.total.flowers.per.m2
Geum urbanum,13/06/2011,12:30,brandon hill,woodland nature reserve,single flower,2011,1,6,6,33,0,1,0,10,0.069444444,1,1,6,45,86.4,648
Geum urbanum,13/06/2011,12:30,brandon hill,woodland nature reserve,single flower,2011,2,1,1,21,0,1,0,10,0.069444444,1,1,1,23,14.4,331.2
Geum urbanum,13/06/2011,12:30,brandon hill,woodland nature reserve,single flower,2011,3,2,4,66,0,1,0,15,0.104166667,1,1,4,72,38.4,691.2
Geum urbanum,13/06/2011,12:30,brandon hill,woodland nature reserve,single flower,2011,4,0,5,27,0,1,0,11,0.076388889,1,1,5,32,65.45454545,418.9090909
Geum urbanum,13/06/2011,12:30,brandon hill,woodland nature reserve,single flower,2011,5,3,2,29,0,1,0,22,0.152777778,1,1,2,34,13.09090909,222.5454545
Gladiolus sp.,13/09/2012,10:05,jane's garden,pot,single flower,2012,1,0,3,19,0,1,0,4,0.027777778,1,1,3,22,108,792
Gladiolus sp.,18/09/2012,NA,jane's garden,grassland-garden,single flower,2012,1,2,6,125,0,1,0,18,0.125,1,1,6,133,48,1064
Gladiolus sp.,13/09/2012,10:05,jane's garden,pot,single flower,2012,2,1,4,54,0,1,0,14,0.097222222,1,1,4,59,41.14285714,606.8571429
Gladiolus sp.,18/09/2012,NA,jane's garden,grassland-garden,single flower,2012,2,1,5,90,0,1,0,16,0.111111111,1,1,5,96,45,864
Gladiolus sp.,18/09/2012,NA,jane's garden,grassland-garden,single flower,2012,3,0,3,100,0,1,0,14,0.097222222,1,1,3,103,30.85714286,1059.428571
Gladiolus sp.,18/09/2012,NA,jane's garden,grassland-garden,single flower,2012,4,0,1,100,0,1,0,14,0.097222222,1,1,1,101,10.28571429,1038.857143
Gladiolus sp.,18/09/2012,NA,jane's garden,grassland-garden,single flower,2012,5,0,1,80,0,1,0,12,0.083333333,1,1,1,81,12,972
Glechoma hederacea,20/04/2012,11:30,ashton court,grassland,single flower,2012,1,8,8,3,0,1,0,1,0.006944444,1,1,8,19,1152,2736
Glechoma hederacea,20/04/2012,11:30,ashton court,grassland,single flower,2012,2,44,4,2,0,1,0,2,0.013888889,1,1,4,50,288,3600
Glechoma hederacea,20/04/2012,11:30,ashton court,grassland,single flower,2012,3,23,5,1,0,1,0,1,0.006944444,1,1,5,29,720,4176
Glechoma hederacea,20/04/2012,11:30,ashton court,grassland,single flower,2012,4,48,21,6,0,1,0,2,0.013888889,1,1,21,75,1512,5400
Glechoma hederacea,20/04/2012,11:30,ashton court,grassland,single flower,2012,5,53,18,12,0,1,0,3,0.020833333,1,1,18,83,864,3984
Glechoma hederacea,08/05/2012,16:45,downs,woodland,single flower,2012,1,110,33,22,0,1,0,8,0.055555556,1,1,33,165,594,2970
Glechoma hederacea,08/05/2012,16:45,downs,woodland,single flower,2012,2,60,13,15,0,1,0,8,0.055555556,1,1,13,88,234,1584
Glechoma hederacea,08/05/2012,16:45,downs,woodland,single flower,2012,3,88,42,6,0,1,0,6,0.041666667,1,1,42,136,1008,3264
Glechoma hederacea,08/05/2012,16:45,downs,woodland,single flower,2012,4,64,24,16,0,1,0,5,0.034722222,1,1,24,104,691.2,2995.2
Glechoma hederacea,08/05/2012,16:45,downs,woodland,single flower,2012,5,159,37,53,0,1,0,24,0.166666667,1,1,37,249,222,1494
Glechoma hederacea,25/04/2012,NA,woodland road,grassland,single flower,2012,1,18,18,9,0,1,0,3,0.020833333,1,1,18,45,864,2160
Glechoma hederacea,25/04/2012,NA,woodland road,grassland,single flower,2012,2,32,10,1,0,1,0,6,0.041666667,1,1,10,43,240,1032
Glechoma hederacea,25/04/2012,NA,woodland road,grassland,single flower,2012,3,20,8,4,0,1,0,4,0.027777778,1,1,8,32,288,1152
Glechoma hederacea,25/04/2012,NA,woodland road,grassland,single flower,2012,4,90,45,30,0,1,0,6,0.041666667,1,1,45,165,1080,3960
Glechoma hederacea,25/04/2012,NA,woodland road,grassland,single flower,2012,5,144,96,24,0,1,0,11,0.076388889,1,1,96,264,1256.727273,3456
Hedera helix,19/10/2011,16:30,brandon hill,grassland park,single head,2011,1,25,20,8,21,15,1,27,0.1875,15,37,300,1961,1600,10458.66667
Hedera helix,19/10/2011,16:30,brandon hill,grassland park,single head,2011,2,24,12,4,3,39,0,31,0.215277778,39,42,468,1680,2173.935484,7803.870968
Hedera helix,19/10/2011,16:30,brandon hill,grassland park,single head,2011,3,38,52,11,13,9,0,34,0.236111111,9,22,468,2222,1982.117647,9410.823529
Hedera helix,19/10/2011,16:30,brandon hill,grassland park,single head,2011,4,5,25,9,1,15,42,32,0.222222222,15,58,375,2262,1687.5,10179
Hedera helix,19/10/2011,16:30,brandon hill,grassland park,single head,2011,5,16,5,15,10,25,0,25,0.173611111,25,35,125,1260,720,7257.6
Hedera helix,20/10/2011,15:00,royal fort garden,street,single head,2011,1,2,9,3,0,11,3,13,0.090277778,11,14,99,196,1096.615385,2171.076923
Hedera helix,20/10/2011,15:00,royal fort garden,street,single head,2011,2,11,22,10,4,7,0,24,0.166666667,7,11,154,473,924,2838
Hedera helix,20/10/2011,15:00,royal fort garden,street,single head,2011,3,20,1,6,20,1,0,19,0.131944444,1,21,1,567,7.578947368,4297.263158
Hedera helix,20/10/2011,15:00,royal fort garden,street,single head,2011,4,18,1,7,11,12,7,31,0.215277778,12,30,12,780,55.74193548,3623.225806
Hedera helix,20/10/2011,15:00,royal fort garden,street,single head,2011,5,6,16,2,1,17,5,13,0.090277778,17,23,272,552,3012.923077,6114.461538
Helianthemum nummularium,19/09/2011,11:00,downs,rock,single flower,2011,1,7,1,96,0,1,0,20,0.138888889,1,1,1,104,7.2,748.8
Helianthemum nummularium,19/09/2011,11:00,downs,rock,single flower,2011,2,46,6,45,0,1,0,10,0.069444444,1,1,6,97,86.4,1396.8
Helianthemum nummularium,19/09/2011,11:00,downs,rock,single flower,2011,3,8,3,41,0,1,0,7,0.048611111,1,1,3,52,61.71428571,1069.714286
Helianthemum nummularium,19/09/2011,11:00,downs,rock,single flower,2011,4,10,4,24,0,1,0,12,0.083333333,1,1,4,38,48,456
Helianthemum nummularium,19/09/2011,11:00,downs,rock,single flower,2011,5,8,1,104,0,1,0,17,0.118055556,1,1,1,113,8.470588235,957.1764706
Heracleum sphondylium,27/06/2011,10:00,ashton court,woodland carpark,PB,2011,1,0,45,15,0,27,3,7,0.048611111,27,30,1215,1800,24994.28571,37028.57143
Heracleum sphondylium,27/06/2011,10:00,ashton court,woodland carpark,PB,2011,2,0,15,0,0,0,17,2,0.013888889,0,17,0,255,0,18360
Heracleum sphondylium,27/06/2011,10:00,ashton court,woodland carpark,PB,2011,3,0,120,60,1,23,5,30,0.208333333,23,29,2760,5220,13248,25056
Heracleum sphondylium,27/06/2011,10:00,ashton court,woodland carpark,PB,2011,4,0,30,15,0,20,7,3,0.020833333,20,27,600,1215,28800,58320
Heracleum sphondylium,27/06/2011,10:00,ashton court,woodland carpark,PB,2011,5,0,90,45,0,23,4,25,0.173611111,23,27,2070,3645,11923.2,20995.2
Heracleum sphondylium,24/05/2011,15:15,brandon hill,woodland nature reserve,PB,2011,1,56,98,14,17,12,0,32,0.222222222,12,29,1176,4872,5292,21924
Heracleum sphondylium,24/05/2011,15:15,brandon hill,woodland nature reserve,PB,2011,2,13,91,26,5,35,0,29,0.201388889,35,40,3185,5200,15815.17241,25820.68966
Heracleum sphondylium,24/05/2011,15:15,brandon hill,woodland nature reserve,PB,2011,3,70,182,28,4,16,0,36,0.25,16,20,2912,5600,11648,22400
Heracleum sphondylium,24/05/2011,15:15,brandon hill,woodland nature reserve,PB,2011,4,16,64,16,13,5,0,7,0.048611111,5,18,320,1728,6582.857143,35547.42857
Heracleum sphondylium,24/05/2011,15:15,brandon hill,woodland nature reserve,PB,2011,5,100,180,20,8,16,0,36,0.25,16,24,2880,7200,11520,28800
Heracleum sphondylium,22/06/2012,10:40,brandon hill,grassland,secondary umbel,2012,1,79,0,16,30,0,0,12,0.083333333,0,30,0,2850,0,34200
Heracleum sphondylium,22/06/2012,10:40,brandon hill,grassland,secondary umbel,2012,2,49,36,33,0,36,0,11,0.076388889,36,36,1296,4248,16965.81818,55610.18182
Heracleum sphondylium,22/06/2012,10:40,brandon hill,grassland,secondary umbel,2012,3,0,0,73,0,0,26,6,0.041666667,0,26,0,1898,0,45552
Heracleum sphondylium,22/06/2012,10:40,brandon hill,grassland,secondary umbel,2012,4,0,88,113,0,7,25,11,0.076388889,7,32,616,6432,8064,84200.72727
Heracleum sphondylium,22/06/2012,10:40,brandon hill,grassland,secondary umbel,2012,5,0,69,237,0,0,26,10,0.069444444,0,26,0,7956,0,114566.4
Hyacinthoides non-scripta,15/05/2012,NA,ashton court,grassland-woodland,single flower,2012,1,66,44,0,0,1,0,36,0.25,1,1,44,110,176,440
Hyacinthoides non-scripta,15/05/2012,NA,ashton court,grassland-woodland,single flower,2012,2,102,68,5,0,1,0,36,0.25,1,1,68,175,272,700
Hyacinthoides non-scripta,15/05/2012,NA,ashton court,grassland-woodland,single flower,2012,3,108,216,4,0,1,0,35,0.243055556,1,1,216,328,888.6857143,1349.485714
Hyacinthoides non-scripta,15/05/2012,NA,ashton court,grassland-woodland,single flower,2012,4,31,36,5,0,1,0,36,0.25,1,1,36,72,144,288
Hyacinthoides non-scripta,15/05/2012,NA,ashton court,grassland-woodland,single flower,2012,5,145,82,1,0,1,0,36,0.25,1,1,82,228,328,912
Hyacinthoides non-scripta,11/04/2012,10:00,brandon hill,grassland,single flower,2012,1,29,22,0,0,1,0,14,0.097222222,1,1,22,51,226.2857143,524.5714286
Hyacinthoides non-scripta,11/04/2012,10:00,brandon hill,grassland,single flower,2012,2,10,14,3,0,1,0,9,0.0625,1,1,14,27,224,432
Hyacinthoides non-scripta,11/04/2012,10:00,brandon hill,grassland,single flower,2012,3,13,35,4,0,1,0,24,0.166666667,1,1,35,52,210,312
Hyacinthoides non-scripta,11/04/2012,10:00,brandon hill,grassland,single flower,2012,4,64,27,0,0,1,0,19,0.131944444,1,1,27,91,204.6315789,689.6842105
Hyacinthoides non-scripta,11/04/2012,10:00,brandon hill,grassland,single flower,2012,5,31,24,2,0,1,0,11,0.076388889,1,1,24,57,314.1818182,746.1818182
Hyacinthoides non-scripta,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,1,20,36,14,0,1,0,17,0.118055556,1,1,36,70,304.9411765,592.9411765
Hyacinthoides non-scripta,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,2,11,12,19,0,1,0,13,0.090277778,1,1,12,42,132.9230769,465.2307692
Hyacinthoides non-scripta,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,3,41,17,21,0,1,0,12,0.083333333,1,1,17,79,204,948
Hyacinthoides non-scripta,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,4,51,24,22,0,1,0,14,0.097222222,1,1,24,97,246.8571429,997.7142857
Hyacinthoides non-scripta,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,5,24,39,21,0,1,0,16,0.111111111,1,1,39,84,351,756
Hypericum pulchrum,25/07/2011,09:30,troopers hill,grassland park,single flower,2011,1,52,25,6,0,1,0,2,0.013888889,1,1,25,83,1800,5976
Hypericum pulchrum,25/07/2011,09:30,troopers hill,grassland park,single flower,2011,2,41,30,16,0,1,0,1,0.006944444,1,1,30,87,4320,12528
Hypericum pulchrum,25/07/2011,09:30,troopers hill,grassland park,single flower,2011,3,170,120,75,0,1,0,4,0.027777778,1,1,120,365,4320,13140
Hypericum pulchrum,25/07/2011,09:30,troopers hill,grassland park,single flower,2011,4,200,145,100,0,1,0,2,0.013888889,1,1,145,445,10440,32040
Hypericum pulchrum,25/07/2011,09:30,troopers hill,grassland park,single flower,2011,5,67,41,15,0,1,0,1,0.006944444,1,1,41,123,5904,17712
Hypochaeris radicata,20/06/2011,11:30,ashton court,grassland nature reserve,single capitulum,2011,1,2,9,19,30,54,0,5,0.034722222,54,84,486,2520,13996.8,72576
Hypochaeris radicata,20/06/2011,11:30,ashton court,grassland nature reserve,single capitulum,2011,2,0,10,5,4,78,0,6,0.041666667,78,82,780,1230,18720,29520
Hypochaeris radicata,20/06/2011,11:30,ashton court,grassland nature reserve,single capitulum,2011,3,4,6,3,12,86,0,5,0.034722222,86,98,516,1274,14860.8,36691.2
Hypochaeris radicata,20/06/2011,11:30,ashton court,grassland nature reserve,single capitulum,2011,4,2,10,6,26,60,0,8,0.055555556,60,86,600,1548,10800,27864
Hypochaeris radicata,20/06/2011,11:30,ashton court,grassland nature reserve,single capitulum,2011,5,4,12,17,10,56,0,9,0.0625,56,66,672,2178,10752,34848
Hypochaeris radicata,06/06/2011,11:20,brandon hill,grassland nature reserve,single capitulum,2011,1,14,21,18,42,34,0,24,0.166666667,34,76,714,4028,4284,24168
Hypochaeris radicata,06/06/2011,11:20,brandon hill,grassland nature reserve,single capitulum,2011,2,4,3,6,22,58,0,5,0.034722222,58,80,174,1040,5011.2,29952
Hypochaeris radicata,06/06/2011,11:20,brandon hill,grassland nature reserve,single capitulum,2011,3,2,5,2,24,60,0,6,0.041666667,60,84,300,756,7200,18144
Hypochaeris radicata,06/06/2011,11:20,brandon hill,grassland nature reserve,single capitulum,2011,4,11,10,12,20,62,0,9,0.0625,62,82,620,2706,9920,43296
Hypochaeris radicata,06/06/2011,11:20,brandon hill,grassland nature reserve,single capitulum,2011,5,4,4,5,14,30,0,8,0.055555556,30,44,120,572,2160,10296
Impatiens glandulifera,30/06/2011,14:00,ashton court,woodland carpark,single flower,2011,1,39,3,5,0,1,0,28,0.194444444,1,1,3,47,15.42857143,241.7142857
Impatiens glandulifera,30/06/2011,14:00,ashton court,woodland carpark,single flower,2011,2,37,4,5,0,1,0,21,0.145833333,1,1,4,46,27.42857143,315.4285714
Impatiens glandulifera,30/06/2011,14:00,ashton court,woodland carpark,single flower,2011,3,64,1,0,0,1,0,25,0.173611111,1,1,1,65,5.76,374.4
Impatiens glandulifera,30/06/2011,14:00,ashton court,woodland carpark,single flower,2011,4,17,1,0,0,1,0,22,0.152777778,1,1,1,18,6.545454545,117.8181818
Impatiens glandulifera,30/06/2011,14:00,ashton court,woodland carpark,single flower,2011,5,82,10,4,0,1,0,30,0.208333333,1,1,10,96,48,460.8
Impatiens glandulifera,15/08/2011,12:00,river frome,wetland,single flower,2011,1,18,4,11,0,1,0,5,0.034722222,1,1,4,33,115.2,950.4
Impatiens glandulifera,15/08/2011,12:00,river frome,wetland,single flower,2011,2,51,5,4,0,1,0,13,0.090277778,1,1,5,60,55.38461538,664.6153846
Impatiens glandulifera,15/08/2011,12:00,river frome,wetland,single flower,2011,3,38,7,16,0,1,0,20,0.138888889,1,1,7,61,50.4,439.2
Impatiens glandulifera,15/08/2011,12:00,river frome,wetland,single flower,2011,4,22,4,4,0,1,0,6,0.041666667,1,1,4,30,96,720
Impatiens glandulifera,15/08/2011,12:00,river frome,wetland,single flower,2011,5,76,18,30,0,1,0,16,0.111111111,1,1,18,124,162,1116
Iris pseudacorus,11/06/2012,16:15,brandon hill,wetland-pond,single flower,2012,1,5,0,2,0,1,0,26,0.180555556,1,1,0,7,0,38.76923077
Iris pseudacorus,11/06/2012,16:15,brandon hill,wetland-pond,single flower,2012,2,1,1,6,0,1,0,13,0.090277778,1,1,1,8,11.07692308,88.61538462
Iris pseudacorus,11/06/2012,16:15,brandon hill,wetland-pond,single flower,2012,3,2,0,11,0,1,0,15,0.104166667,1,1,0,13,0,124.8
Iris pseudacorus,11/06/2012,16:15,brandon hill,wetland-pond,single flower,2012,4,2,2,15,0,1,0,18,0.125,1,1,2,19,16,152
Iris pseudacorus,11/06/2012,16:15,brandon hill,wetland-pond,single flower,2012,5,2,2,14,0,1,0,28,0.194444444,1,1,2,18,10.28571429,92.57142857
Iris pseudacorus,06/06/2012,NA,leigh woods,wetland-pond,single flower,2012,1,2,4,4,0,1,0,25,0.173611111,1,1,4,10,23.04,57.6
Iris pseudacorus,06/06/2012,NA,leigh woods,wetland-pond,single flower,2012,2,5,2,2,0,1,0,13,0.090277778,1,1,2,9,22.15384615,99.69230769
Iris pseudacorus,06/06/2012,NA,leigh woods,wetland-pond,single flower,2012,3,5,0,10,0,1,0,24,0.166666667,1,1,0,15,0,90
Iris pseudacorus,06/06/2012,NA,leigh woods,wetland-pond,single flower,2012,4,7,1,1,0,1,0,10,0.069444444,1,1,1,9,14.4,129.6
Iris pseudacorus,06/06/2012,NA,leigh woods,wetland-pond,single flower,2012,5,5,3,7,0,1,0,18,0.125,1,1,3,15,24,120
Knautia arvensis,01/08/2011,10:48,ashton court nature reserve,grassland nature reserve,single capitulum,2011,1,1,2,4,0,44,0,3,0.020833333,44,44,88,308,4224,14784
Knautia arvensis,01/08/2011,10:48,ashton court nature reserve,grassland nature reserve,single capitulum,2011,2,5,1,3,0,90,0,5,0.034722222,90,90,90,810,2592,23328
Knautia arvensis,01/08/2011,10:48,ashton court nature reserve,grassland nature reserve,single capitulum,2011,3,4,3,7,0,52,0,4,0.027777778,52,52,156,728,5616,26208
Knautia arvensis,01/08/2011,10:48,ashton court nature reserve,grassland nature reserve,single capitulum,2011,4,1,3,4,0,44,0,3,0.020833333,44,44,132,352,6336,16896
Knautia arvensis,01/08/2011,10:48,ashton court nature reserve,grassland nature reserve,single capitulum,2011,5,3,5,2,0,44,0,2,0.013888889,44,44,220,440,15840,31680
Knautia arvensis,27/07/2011,12:00,brandon hill,grassland park,single capitulum,2011,1,4,3,2,8,68,0,2,0.013888889,68,76,204,684,14688,49248
Knautia arvensis,27/07/2011,12:00,brandon hill,grassland park,single capitulum,2011,2,17,11,5,0,82,0,10,0.069444444,82,82,902,2706,12988.8,38966.4
Knautia arvensis,27/07/2011,12:00,brandon hill,grassland park,single capitulum,2011,3,1,2,2,0,80,0,6,0.041666667,80,80,160,400,3840,9600
Knautia arvensis,27/07/2011,12:00,brandon hill,grassland park,single capitulum,2011,4,1,2,1,0,110,0,3,0.020833333,110,110,220,440,10560,21120
Knautia arvensis,27/07/2011,12:00,brandon hill,grassland park,single capitulum,2011,5,22,3,1,0,60,0,11,0.076388889,60,60,180,1560,2356.363636,20421.81818
Lamiastrum galeobdolon,23/05/2012,NA,paradise bottom,woodland,single flower,2012,1,18,14,472,0,1,0,17,0.118055556,1,1,14,504,118.5882353,4269.176471
Lamiastrum galeobdolon,23/05/2012,NA,paradise bottom,woodland,single flower,2012,2,34,12,61,0,1,0,13,0.090277778,1,1,12,107,132.9230769,1185.230769
Lamiastrum galeobdolon,23/05/2012,NA,paradise bottom,woodland,single flower,2012,3,17,7,114,0,1,0,2,0.013888889,1,1,7,138,504,9936
Lamiastrum galeobdolon,23/05/2012,NA,paradise bottom,woodland,single flower,2012,4,70,26,120,0,1,0,10,0.069444444,1,1,26,216,374.4,3110.4
Lamiastrum galeobdolon,23/05/2012,NA,paradise bottom,woodland,single flower,2012,5,26,19,59,0,1,0,7,0.048611111,1,1,19,104,390.8571429,2139.428571
Lamiastrum galeobdolon,01/06/2012,10:30,river frome,woodland,single flower,2012,1,0,1,252,0,1,0,28,0.194444444,1,1,1,253,5.142857143,1301.142857
Lamiastrum galeobdolon,01/06/2012,10:30,river frome,woodland,single flower,2012,2,0,7,468,0,1,0,24,0.166666667,1,1,7,475,42,2850
Lamiastrum galeobdolon,01/06/2012,10:30,river frome,woodland,single flower,2012,3,0,4,54,0,1,0,16,0.111111111,1,1,4,58,36,522
Lamiastrum galeobdolon,01/06/2012,10:30,river frome,woodland,single flower,2012,4,2,15,91,0,1,0,18,0.125,1,1,15,108,120,864
Lamiastrum galeobdolon,01/06/2012,10:30,river frome,woodland,single flower,2012,5,0,6,69,0,1,0,8,0.055555556,1,1,6,75,108,1350
Lamium album,03/08/2011,14:00,ashton court nature reserve,woodland carpark,single flower,2011,1,84,27,0,0,1,0,7,0.048611111,1,1,27,111,555.4285714,2283.428571
Lamium album,03/08/2011,14:00,ashton court nature reserve,woodland carpark,single flower,2011,2,112,45,0,0,1,0,8,0.055555556,1,1,45,157,810,2826
Lamium album,03/08/2011,14:00,ashton court nature reserve,woodland carpark,single flower,2011,3,28,9,0,0,1,0,2,0.013888889,1,1,9,37,648,2664
Lamium album,03/08/2011,14:00,ashton court nature reserve,woodland carpark,single flower,2011,4,238,72,0,0,1,0,18,0.125,1,1,72,310,576,2480
Lamium album,03/08/2011,14:00,ashton court nature reserve,woodland carpark,single flower,2011,5,154,36,0,0,1,0,9,0.0625,1,1,36,190,576,3040
Lamium album,10/08/2011,NA,brandon hill,grassland park,single flower,2011,1,45,27,45,0,1,0,13,0.090277778,1,1,27,117,299.0769231,1296
Lamium album,10/08/2011,NA,brandon hill,grassland park,single flower,2011,2,13,22,50,0,1,0,5,0.034722222,1,1,22,85,633.6,2448
Lamium album,10/08/2011,NA,brandon hill,grassland park,single flower,2011,3,92,21,40,0,1,0,7,0.048611111,1,1,21,153,432,3147.428571
Lamium album,10/08/2011,NA,brandon hill,grassland park,single flower,2011,4,78,29,117,0,1,0,6,0.041666667,1,1,29,224,696,5376
Lamium album,10/08/2011,NA,brandon hill,grassland park,single flower,2011,5,39,16,16,0,1,0,3,0.020833333,1,1,16,71,768,3408
Lamium purpureum,09/05/2012,11:00,greenhouse-university,pot,single flower,2012,1,48,71,5,0,1,0,10,0.069444444,1,1,71,124,1022.4,1785.6
Lamium purpureum,09/05/2012,11:00,greenhouse-university,pot,single flower,2012,2,38,49,78,0,1,0,7,0.048611111,1,1,49,165,1008,3394.285714
Lamium purpureum,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,1,9,5,22,0,1,0,1,0.006944444,1,1,5,36,720,5184
Lamium purpureum,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,2,17,8,69,0,1,0,1,0.006944444,1,1,8,94,1152,13536
Lamium purpureum,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,3,17,13,84,0,1,0,1,0.006944444,1,1,13,114,1872,16416
Lamium purpureum,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,4,8,4,49,0,1,0,1,0.006944444,1,1,4,61,576,8784
Lamium purpureum,26/04/2012,NA,north road-leigh woods,wood-grassland,single flower,2012,5,0,1,12,0,1,0,1,0.006944444,1,1,1,13,144,1872
